62112654,Watch talk about asking for what you need,homework,1,"Feb 24, 2014","Mar 2, 2014",feature,1,unstarted,"Dec 8, 2013",,,Mike Gehard,"Watch this video:
http://www.ted.com/talks/amanda_palmer_the_art_of_asking.html
",http://www.pivotaltracker.com/story/show/62112654,
63338074,Command line basics,"",1,"Feb 24, 2014","Mar 2, 2014",feature,1,unstarted,"Jan 6, 2014",,,Mike Gehard,"Complete http://cli.learncodethehardway.org/book/

When you have a question ask Google first, then a group member and then an instructor.",http://www.pivotaltracker.com/story/show/63338074,
61777902,Get static site template running locally,"",1,"Feb 24, 2014","Mar 2, 2014",feature,1,unstarted,"Dec 2, 2013",,,Mike Gehard,See: http://tutorials.gschool.it/static_site_deploy#localEnvironment,http://www.pivotaltracker.com/story/show/61777902,
61777476,Deploy template to Heroku,"",1,"Feb 24, 2014","Mar 2, 2014",feature,1,unstarted,"Dec 2, 2013",,,Mike Gehard,See: http://tutorials.gschool.it/static_site_deploy#deploy,http://www.pivotaltracker.com/story/show/61777476,,,,Create new heroku app,not completed,Push application,not completed,Confirm site is working,not completed
61777942,Static page deployed!!,"",1,"Feb 24, 2014","Mar 2, 2014",release,,unstarted,"Dec 2, 2013",,,Mike Gehard,,http://www.pivotaltracker.com/story/show/61777942,
61852218,User should see a personal quote on the static site,"",1,"Feb 24, 2014","Mar 2, 2014",feature,1,unstarted,"Dec 3, 2013",,,Jeff Dean,See: http://tutorials.gschool.it/static_site_deploy#personalQuote,http://www.pivotaltracker.com/story/show/61852218,,,,Change the text of the page.,not completed,Verify changes locally.,not completed,Add and commit the changes,not completed,Push to heroku,not completed,Push changes to GitHub,not completed
63019550,First change deployed!!,"",1,"Feb 24, 2014","Mar 2, 2014",release,,unstarted,"Dec 27, 2013",,,Jeff Dean,,http://www.pivotaltracker.com/story/show/63019550,
63019532,Get tests running,"",1,"Feb 24, 2014","Mar 2, 2014",chore,,unstarted,"Dec 27, 2013",,,Jeff Dean,"See: http://tutorials.gschool.it/basic_html_structure#getTestsRunning
",http://www.pivotaltracker.com/story/show/63019532,
62116760,Restaurant name displays in the browser tab,"",1,"Feb 24, 2014","Mar 2, 2014",feature,1,unstarted,"Dec 8, 2013",,,Mike Gehard,"In order to be able to find the restaurant tab in a full browser
As someone viewing the site
When a user navigates to the site
Then they should see the restaurant name in the browser tab title

See: http://tutorials.gschool.it/basic_html_structure#nameInTitle",http://www.pivotaltracker.com/story/show/62116760,
62117002,Restaurant name displays in header of the page.,"",1,"Feb 24, 2014","Mar 2, 2014",feature,1,unstarted,"Dec 8, 2013",,,Mike Gehard,"In order to be able to quickly identify the name of the restaurant
As someone viewing the site
When a user navigates to the site
Then they should see the restaurant name in the browser tab title",http://www.pivotaltracker.com/story/show/62117002,
62117004,Two paragraphs of welcome text display on the page.,"",1,"Feb 24, 2014","Mar 2, 2014",feature,1,unstarted,"Dec 8, 2013",,,Mike Gehard,,http://www.pivotaltracker.com/story/show/62117004,
62117180,A list of 5 dishes displays on the page.,"",1,"Feb 24, 2014","Mar 2, 2014",feature,1,unstarted,"Dec 8, 2013",,,Mike Gehard,Each dish just displays name of the dish.,http://www.pivotaltracker.com/story/show/62117180,
62117302,Address displayed in footer of the page,"",1,"Feb 24, 2014","Mar 2, 2014",feature,1,unstarted,"Dec 8, 2013",,,Mike Gehard,,http://www.pivotaltracker.com/story/show/62117302,
62117316,Contact email link in footer,"",2,"Mar 3, 2014","Mar 9, 2014",feature,1,unstarted,"Dec 8, 2013",,,Mike Gehard,,http://www.pivotaltracker.com/story/show/62117316,
62868210,Copyright information is found in the footer.,"",2,"Mar 3, 2014","Mar 9, 2014",feature,1,unstarted,"Dec 20, 2013",,,Mike Gehard,"This text should include the ""c"" symbol as well as the text 2013 for the year.

It should not be displayed in the address section.",http://www.pivotaltracker.com/story/show/62868210,
62117338,Picture of restaurant displays on the page.,"",2,"Mar 3, 2014","Mar 9, 2014",feature,1,unstarted,"Dec 8, 2013",,,Mike Gehard,"You should place the image in the public/images directory.

This image should display between the welcome text and the menu items.",http://www.pivotaltracker.com/story/show/62117338,
61852070,Html structure deployed,"",2,"Mar 3, 2014","Mar 9, 2014",release,,unstarted,"Dec 3, 2013",,,Jeff Dean,,http://www.pivotaltracker.com/story/show/61852070,
61859204,Copyright date should automatically change as the year changes,"",2,"Mar 3, 2014","Mar 9, 2014",feature,1,unstarted,"Dec 3, 2013",,,Mike Gehard,"This will allow the site to update automatically when the year changes and not require developer involvement.

See: http://tutorials.gschool.it/dynamic_web_page",http://www.pivotaltracker.com/story/show/61859204,
61859166,Dynamic content deployed,"",2,"Mar 3, 2014","Mar 9, 2014",release,,unstarted,"Dec 3, 2013",,,Mike Gehard,,http://www.pivotaltracker.com/story/show/61859166,
63339216,Get familiar with using Ruby from irb and from the command line,"",2,"Mar 3, 2014","Mar 9, 2014",feature,1,unstarted,"Jan 6, 2014",,,Mike Gehard,Complete: https://www.ruby-lang.org/en/documentation/quickstart/,http://www.pivotaltracker.com/story/show/63339216,
63339080,Get more comfortable with the syntax and functionality of Ruby by writing some simple programs guided by tests.,"",2,"Mar 3, 2014","Mar 9, 2014",feature,1,unstarted,"Jan 6, 2014",,,Mike Gehard,"See: http://tutorials.gschool.it/ruby_basics

Make sure you keep track of items you want more information about or struggled with.",http://www.pivotaltracker.com/story/show/63339080,
63753312,Introductions complete,"",2,"Mar 3, 2014","Mar 9, 2014",release,,unstarted,"Jan 13, 2014",,,Mike Gehard,,http://www.pivotaltracker.com/story/show/63753312,
64324212,Testing exercises,"",2,"Mar 3, 2014","Mar 9, 2014",feature,1,unstarted,"Jan 22, 2014",,,Mike Gehard,Complete exercises from the Testing demo.,http://www.pivotaltracker.com/story/show/64324212,
64324242,Testing intro complete,"",2,"Mar 3, 2014","Mar 9, 2014",release,,unstarted,"Jan 22, 2014",,,Mike Gehard,,http://www.pivotaltracker.com/story/show/64324242,
63338110,Page loads menu items from a text file,"",2,"Mar 3, 2014","Mar 9, 2014",feature,1,unstarted,"Jan 6, 2014",,,Mike Gehard,"Your client would like to not have to call you every time they want to make a change to the menu. They feel confident changing a text file and nothing else. They would like you to provide a way they can change one text file instead of editing HTML or Ruby code.

The file will live in the config/menu.txt directory within the site.
The file format will be each menu item name on a different line.
",http://www.pivotaltracker.com/story/show/63338110,,"This is a refactoring opportunity. Your test suite should stay green without changing any of the tests. (Mike Gehard - Jan 13, 2014)","Some hints:
File.open
File.readlines (inherited from IO class)
 (Mike Gehard - Jan 13, 2014)","Extract a new class to hold restaurant items. See these commits for ideas: https://github.com/msgehard/restaurant_site/commit/9cd93c1236e506c5c2bf9bc84d766729e69f87c8, https://github.com/msgehard/restaurant_site/commit/41e77ad3b23ab7d1f5b075769301142537c7da4d, https://github.com/msgehard/restaurant_site/commit/9648eccefd9d37be7b479454cc43acc3d55d368e",not completed
63248080,Page shows random picture,"",2,"Mar 3, 2014","Mar 9, 2014",feature,1,unstarted,"Jan 4, 2014",,,Mike Gehard,"Your client would like to add a little variety to their site so it is not the same every time a user visits.

The image on the index page should change from a set of 4 different .jpg images stored in the images directory. It should be randomly selected.

You should make sure your tests are green at the end of the story.

Tech requirements:
There should be a new class, similar to the menu items, that allows you to ask for a random image.",http://www.pivotaltracker.com/story/show/63248080,,"Hints: 
Get a list of all of the images in the /images directory (see: http://ruby-doc.org/core-1.9.3/Dir.html#method-c-glob)

Translate them to be ""images/<fileName>"" instead of ""./public/images/<fileName>

http://www.ruby-doc.org/core-2.1.0/Array.html#method-i-sample
 (Mike Gehard - Jan 13, 2014)"
63753836,Add prices and descriptions to the menu items loaded from the text file,"",2,"Mar 3, 2014","Mar 9, 2014",feature,1,unstarted,"Jan 13, 2014",,,Mike Gehard,"The client would now like to show prices and descriptions because they are getting a lot of phone calls about the menu.

When I view the index page
Then I should see the name, price and the description for each menu item.

The format should be:

name - $price
description",http://www.pivotaltracker.com/story/show/63753836,,"Hints:
CSV file background: 
http://en.wikipedia.org/wiki/Comma-separated_values

Parsing csv files: 
http://ruby-doc.org/stdlib-2.1.0/libdoc/csv/rdoc/CSV.html
http://yasiradnan.com/parse-a-csv-file-using-ruby/

Ruby object attributes: http://www.codecademy.com/forum_questions/50f0192b102455349200372d

Ruby Struct: http://www.ruby-doc.org/core-2.1.0/Struct.html (Mike Gehard - Jan 13, 2014)",,"Change the ul/li to a dl (https://developer.mozilla.org/en-US/docs/Web/HTML/Element/dl) / dt (format: ""name - $price"") / dd (description). You should change the tests to reflect this change before changing the HTML. Get tests green with dummy data before proceeding and confirm in the browser that  you see the dummy data.",not completed,Change the view to use attributes from an Item object instead of strings to populate the view. For example: <dt><%= item.name %> - <%= item.price %></dt> or <dd><%= item.description %></dd>. Running your tests should give you a good idea of what steps need to be taken next as they will be failing at this point.,not completed,"Change .items method to return an array of 5 Item objects. Each item object will have three attributes: name, price and description. These Item objects can be hard coded with names, prices and descriptions. Your tests should be green before proceeding.",not completed,"Change menu.txt to be a CSV file that is named menu.csv. The file should have three columns: name, price, description. You will load and parse this file to populate the attributes on the Item objects.",not completed
63759234,All menu items are 10% off on Wednesdays,"",3,"Mar 10, 2014","Mar 16, 2014",feature,1,unstarted,"Jan 13, 2014",,,Mike Gehard,"Warning: this is a harder problem. Don't get frustrated if you don't get it right away. Ask around for help...

In celebration of hump day and to get more people into the restaurant mid week, the restaurant would like to make all menu items 10% off on Wednesdays.

Technical requirements:
The discount price should not be calculated in the view. When asking an item for the price (aka calling .price method on an item), the discount should be reflected in the returned value.
",http://www.pivotaltracker.com/story/show/63759234,,"Hints:
You now have to deal with date dependent code in your tests. In the most obvious implementation, if you run your tests on a Wednesday they will all pass but if you run them on any other day of the week they will fail. You have two options: 

1) Somehow freeze time so that you can test the price on Wednesday and on other days of the week. See https://rubygems.org/gems/timecop for one way to do that. It has already been added to the Gemfile so you don't need to do anything to use it.

2) Make the .price method take a parameter that you can ask a question to about if it is Wednesday or not.

Both are valid solutions. You pick which one you want to implement. We will talk about the benefits and the downsides of both in class.
 (Mike Gehard - Jan 13, 2014)",,"Add a test file for the item class to the /test directory named ""item_test.rb"". Use landing_page_test.rb as an example.",not completed
63753292,Dynamic site improvements completed.,"",3,"Mar 10, 2014","Mar 16, 2014",release,,unstarted,"Jan 13, 2014",,,Mike Gehard,,http://www.pivotaltracker.com/story/show/63753292,
65486360,Building a blog,"",3,"Mar 10, 2014","Mar 16, 2014",feature,1,unstarted,"Feb 10, 2014",,,Mike Gehard,"We will be expecting students to blog at least once a week. It will be a mix of self chosen topics and directed topics.

This exercise will help you get your blog up and running on Heroku.

See gschool-blog repo on github.",http://www.pivotaltracker.com/story/show/65486360,
65142774,Pairing on testing homework,"",3,"Mar 10, 2014","Mar 16, 2014",feature,1,unstarted,"Feb 4, 2014",,,Mike Gehard,"See http://tutorials.gschool.it/testing_introduction for homework.

Rewrite from scratch in a new directory.",http://www.pivotaltracker.com/story/show/65142774,
65220316,Sinatra spike,"",3,"Mar 10, 2014","Mar 16, 2014",feature,1,unstarted,"Feb 5, 2014",,,Mike Gehard,"See: http://tutorials.gschool.it/http_with_sinatra_spike

Work in groups of 4. If you'd like to pair, please do.",http://www.pivotaltracker.com/story/show/65220316,
65587008,Pairing on testing sinatra app,"",3,"Mar 10, 2014","Mar 16, 2014",feature,1,unstarted,"Feb 11, 2014",,,Mike Gehard,See: http://tutorials.gschool.it/testing_a_sinatra_app,http://www.pivotaltracker.com/story/show/65587008,
